Date,BTC-USD,GLD,QQQ,SPY,^GSPC
2020-06-27,9045.390625,,,,
2020-06-28,9143.58203125,,,,
2020-06-29,9190.8544921875,166.6300048828125,234.67823791503906,280.3815002441406,3053.239990234375
2020-06-30,9137.9931640625,167.3699951171875,239.27828979492188,283.9729919433594,3100.2900390625
2020-07-01,9228.3251953125,166.6199951171875,242.0711669921875,285.9622802734375,3115.860107421875
2020-07-02,9123.41015625,166.97999572753906,243.71400451660156,287.5370178222656,3130.010009765625
2020-07-03,9087.3037109375,,,,
2020-07-04,9132.48828125,,,,
2020-07-05,9073.9423828125,,,,
2020-07-06,9375.474609375,167.97999572753906,249.70565795898438,291.9757385253906,3179.719970703125
2020-07-07,9252.27734375,169.0399932861328,247.9854278564453,288.96441650390625,3145.320068359375
2020-07-08,9428.3330078125,170.08999633789062,251.25186157226562,291.1746826171875,3169.93994140625
2020-07-09,9277.9677734375,169.6300048828125,253.3682098388672,289.5169677734375,3152.050048828125
2020-07-10,9278.8076171875,169.19000244140625,255.09808349609375,292.47314453125,3185.0400390625
2020-07-11,9240.3466796875,,,,
2020-07-12,9276.5,,,,
2020-07-13,9243.6142578125,169.39999389648438,249.8505859375,289.94061279296875,3155.219970703125
2020-07-14,9243.2138671875,170.19000244140625,251.6190643310547,293.6979064941406,3197.52001953125
2020-07-15,9192.8369140625,170.33999633789062,252.1313018798828,296.3962097167969,3226.56005859375
2020-07-16,9132.2275390625,168.72999572753906,250.4110565185547,295.4200134277344,3215.570068359375
2020-07-17,9151.392578125,170.1199951171875,250.70106506347656,296.2764587402344,3224.72998046875
2020-07-18,9159.0400390625,,,,
2020-07-19,9185.8173828125,,,,
2020-07-20,9164.2314453125,170.94000244140625,257.8135986328125,298.6708679199219,3251.840087890625
2020-07-21,9374.8876953125,173.0,255.12710571289062,299.3063049316406,3257.300048828125
2020-07-22,9525.36328125,175.6300048828125,256.0257873535156,301.0099792480469,3276.02001953125
2020-07-23,9581.072265625,177.17999267578125,249.33840942382812,297.41839599609375,3235.659912109375
2020-07-24,9536.892578125,178.6999969482422,246.97076416015625,295.5029296875,3215.6298828125
2020-07-25,9677.11328125,,,,
2020-07-26,9905.1669921875,,,,
2020-07-27,10990.873046875,182.22999572753906,251.37744140625,297.6578369140625,3239.409912109375
2020-07-28,10912.8232421875,183.75,248.17868041992188,295.76995849609375,3218.43994140625
2020-07-29,11100.4677734375,185.1300048828125,251.0392303466797,299.4075927734375,3258.43994140625
2020-07-30,11111.2138671875,183.75999450683594,252.35354614257812,298.3393249511719,3246.219970703125
2020-07-31,11323.466796875,185.42999267578125,256.8569641113281,300.69696044921875,3271.1201171875
2020-08-01,11759.5927734375,,,,
2020-08-02,11053.6142578125,,,,
2020-08-03,11246.3486328125,185.63999938964844,260.3262634277344,302.78729248046875,3294.610107421875
2020-08-04,11205.892578125,189.58999633789062,261.2926025390625,303.95697021484375,3306.510009765625
2020-08-05,11747.0224609375,191.35000610351562,261.9400329589844,305.8447265625,3327.77001953125
2020-08-06,11779.7734375,193.88999938964844,265.4094543457031,307.8892517089844,3349.159912109375
2020-08-07,11601.47265625,190.80999755859375,262.34600830078125,308.1103210449219,3351.280029296875
2020-08-08,11754.0458984375,,,,
2020-08-09,11675.7392578125,,,,
2020-08-10,11878.111328125,190.14999389648438,261.22503662109375,309.03118896484375,3360.469970703125
2020-08-11,11410.525390625,179.94000244140625,256.277099609375,306.4801330566406,3333.68994140625
2020-08-12,11584.9345703125,179.10000610351562,262.722900390625,310.7532043457031,3380.35009765625
2020-08-13,11784.1376953125,183.3300018310547,263.32196044921875,310.1915283203125,3373.429931640625
2020-08-14,11768.87109375,182.5399932861328,263.01287841796875,310.20074462890625,3372.85009765625
2020-08-15,11865.6982421875,,,,
2020-08-16,11892.8037109375,,,,
2020-08-17,12254.40234375,186.5,266.0665283203125,311.1860046386719,3381.989990234375
2020-08-18,11991.2333984375,188.17999267578125,268.6275329589844,311.8583068847656,3389.780029296875
2020-08-19,11758.283203125,182.24000549316406,266.8203430175781,310.55987548828125,3374.85009765625
2020-08-20,11878.3720703125,183.5,270.5216979980469,311.52679443359375,3385.510009765625
2020-08-21,11592.4892578125,182.02999877929688,272.3964538574219,312.6319885253906,3397.159912109375
2020-08-22,11681.8251953125,,,,
2020-08-23,11664.84765625,,,,
2020-08-24,11774.595703125,181.0,274.0973205566406,315.79986572265625,3431.280029296875
2020-08-25,11366.134765625,181.22000122070312,276.2522888183594,316.9049377441406,3443.6201171875
2020-08-26,11488.36328125,183.36000061035156,282.1473388671875,320.0821228027344,3478.72998046875
2020-08-27,11323.3974609375,181.24000549316406,281.2679443359375,320.7820129394531,3484.550048828125
2020-08-28,11542.5,184.38999938964844,282.6982116699219,322.85400390625,3508.010009765625
2020-08-29,11506.865234375,,,,
2020-08-30,11711.505859375,,,,
2020-08-31,11680.8203125,184.8300018310547,284.96923828125,321.6844787597656,3500.31005859375
2020-09-01,11970.478515625,185.0500030517578,289.83978271484375,324.71441650390625,3526.64990234375
2020-09-02,11414.0341796875,182.6199951171875,292.5843200683594,329.4109191894531,3580.840087890625
2020-09-03,10245.296875,181.13999938964844,277.750244140625,318.0746154785156,3455.06005859375
2020-09-04,10511.8134765625,181.63999938964844,274.0489807128906,315.4775695800781,3426.9599609375
2020-09-05,10169.5673828125,,,,
2020-09-06,10280.3515625,,,,
2020-09-07,10369.5634765625,,,,
2020-09-08,10131.5166015625,181.2899932861328,260.8770446777344,306.8577880859375,3331.840087890625
2020-09-09,10242.34765625,183.0500030517578,268.5406494140625,312.91729736328125,3398.9599609375
2020-09-10,10363.138671875,182.4600067138672,263.1867980957031,307.4840393066406,3339.18994140625
2020-09-11,10400.9150390625,182.4499969482422,261.3603820800781,307.6405334472656,3340.969970703125
2020-09-12,10442.1708984375,,,,
2020-09-13,10323.755859375,,,,
2020-09-14,10680.837890625,183.88999938964844,265.9119567871094,311.692626953125,3383.5400390625
